time,Δt,t,DATE,DOY,DOYP,TMAX,TMIN,TMN,PAR,SWFAC,EMP1,EMP2,Fc,sla,INTOT,LAI0,Lfmax,N0,nb,p1,PD,rm,tb,W0,Wc0,Wr0,PT,RUE,Pg,ROWSPC,Y1,P,VP,RP,FL,dN,N,di,INT,__Plant__a,dLAI1,dLAI2,dLAI,LAI,E,dW,W,Wc,Wr,Wf,endsim,SRAD,RAIN,IRR,CN,DP,DRNp,WPp,FCp,STp,SWC0,WP,FC,ST,S,POTINF,ROF,INF,THE,TRAIN,TIRR,TESa,TEPa,TROF,TDRN,TINF,DRN,αs,αc,ALB,Tmed,EEQ,f,ETp,ESp,EPp,__SoilWater__a,ESa,EPa,dSWC,dROF_extra,dSWC_ADJ,SWC_ADJ,SWC,ΔSWC,Fi,Fo,WATBAL,CHECK,SWFAC1,WTABLE,DWT,STRESS_DEPTH,SWFAC2
1920.0 hr,24.0 hr,80.0 d,1987-03-22,81 d,121 d,27.8 °C,10.0 °C,18.899999999999977 °C,8.55 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9824437500000001,2.1 g MJ⁻¹,0.03129992789362626 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.1564996394681313 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,17.1 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,326.50000000000006 mm,0.0 mm,198.9501384901777 mm,1.8305945616313368 mm,0.068368115462597 mm,144.1103524603318 mm,326.4316318845374 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,20.680000000000007 °C,3.7710899108287532 mm d⁻¹,1.1,4.148198901911629 mm d⁻¹,4.1106215282691405 mm d⁻¹,0.03757737364248784 mm d⁻¹,0.8842667484162794,3.63488593277251 mm d⁻¹,0.03757737364248784 mm d⁻¹,-3.672463306414998 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,228.0405463723966 mm,18.45945362760341 mm,326.50000000000006 mm,344.9594536276034 mm,5.684341886080802e-14 mm,326.43163188453747 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
1944.0 hr,24.0 hr,81.0 d,1987-03-23,82 d,121 d,26.1 °C,12.2 °C,19.149999999999977 °C,8.7 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9715234375,2.1 g MJ⁻¹,0.031495032655865215 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.1574751632793261 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,17.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,326.50000000000006 mm,0.0 mm,202.5850244229502 mm,1.8681719352738246 mm,0.068368115462597 mm,144.1103524603318 mm,326.4316318845374 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,20.539999999999964 °C,3.826435878246201 mm d⁻¹,1.1,4.209079466070822 mm d⁻¹,4.170950592425304 mm d⁻¹,0.038128873645518355 mm d⁻¹,0.8612419001001979,3.592197413444415 mm d⁻¹,0.038128873645518355 mm d⁻¹,-3.6303262870899333 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,224.36808306598158 mm,22.13191693401842 mm,326.50000000000006 mm,348.6319169340184 mm,5.684341886080802e-14 mm,326.43163188453747 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
1968.0 hr,24.0 hr,82.0 d,1987-03-24,83 d,121 d,25.6 °C,14.4 °C,20.0 °C,5.95 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9744,2.1 g MJ⁻¹,0.021603482686817405 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.10801741343408702 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,11.9 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,326.50000000000006 mm,0.0 mm,206.1772218363946 mm,1.906300808919343 mm,0.068368115462597 mm,144.1103524603318 mm,326.4316318845374 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,21.120000000000005 °C,2.64756854787102 mm d⁻¹,1.1,2.912325402658122 mm d⁻¹,2.8859434613838593 mm d⁻¹,0.026381941274262577 mm d⁻¹,0.8384812337234585,2.4198094339572864 mm d⁻¹,0.026381941274262577 mm d⁻¹,-2.446191375231549 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,220.73775677889165 mm,25.76224322110835 mm,326.50000000000006 mm,352.26224322110835 mm,5.684341886080802e-14 mm,326.43163188453747 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
1992.0 hr,24.0 hr,83.0 d,1987-03-25,84 d,121 d,28.3 °C,20.0 °C,24.149999999999977 °C,5.2 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9998734375,2.1 g MJ⁻¹,0.019373937881947134 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.09686968940973567 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,10.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,326.50000000000006 mm,0.0 mm,208.5970312703519 mm,1.9326827501936055 mm,0.068368115462597 mm,144.1103524603318 mm,326.4316318845374 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,24.980000000000018 °C,2.492042295509949 mm d⁻¹,1.1,2.7412465250609444 mm d⁻¹,2.716414339489776 mm d⁻¹,0.02483218557116839 mm d⁻¹,0.8231446106812544,2.2360018239282886 mm d⁻¹,0.02483218557116839 mm d⁻¹,-2.260834009499457 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,218.29156540366012 mm,28.208434596339885 mm,326.50000000000006 mm,354.7084345963399 mm,5.684341886080802e-14 mm,326.43163188453747 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
2016.0 hr,24.0 hr,84.0 d,1987-03-26,85 d,121 d,28.3 °C,20.6 °C,24.450000000000045 °C,1.65 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9996484375,2.1 g MJ⁻¹,0.006146116157759359 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.030730580788796792 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,3.3 MJ d⁻¹ m⁻²,3.8 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,3.8 mm d⁻¹,0.0 mm d⁻¹,3.8 mm d⁻¹,206.62500000000003 mm,326.50000000000006 mm,0.0 mm,210.83303309428018 mm,1.9575149357647739 mm,0.068368115462597 mm,144.1103524603318 mm,326.4316318845374 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,25.220000000000027 °C,0.794259910662092 mm d⁻¹,1.1,0.8736859017283013 mm d⁻¹,0.8657714255057921 mm d⁻¹,0.007914476222509183 mm d⁻¹,0.8089701027847062,0.7003831990794822 mm d⁻¹,0.007914476222509183 mm d⁻¹,3.091702324698008 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,216.03073139416065 mm,30.469268605839346 mm,326.50000000000006 mm,356.9692686058394 mm,0.0 mm,326.43163188453747 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
2040.0 hr,24.0 hr,85.0 d,1987-03-27,86 d,121 d,22.8 °C,18.9 °C,20.850000000000023 °C,1.35 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9564234375,2.1 g MJ⁻¹,0.004811201063865514 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.02405600531932757 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,2.7 MJ d⁻¹ m⁻²,20.6 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,20.6 mm d⁻¹,0.0 mm d⁻¹,20.6 mm d⁻¹,206.62500000000003 mm,330.30000000000007 mm,0.0 mm,211.53341629335966 mm,1.965429411987283 mm,0.068368115462597 mm,144.1103524603318 mm,330.2316318845374 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,21.24000000000001 °C,0.6021470795831317 mm d⁻¹,1.1,0.6623617875414449 mm d⁻¹,0.6563616373641039 mm d⁻¹,0.006000150177341053 mm d⁻¹,0.8283538164191765,0.543699667261695 mm d⁻¹,0.006000150177341053 mm d⁻¹,20.050300182560964 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,219.12243371885867 mm,27.377566281141327 mm,330.30000000000007 mm,357.67756628114137 mm,0.0 mm,330.2316318845375 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
2064.0 hr,24.0 hr,86.0 d,1987-03-28,87 d,121 d,27.2 °C,18.9 °C,23.049999999999955 °C,3.95 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9980859375,2.1 g MJ⁻¹,0.014690431770882806 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.07345215885441403 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,7.9 MJ d⁻¹ m⁻²,83.3 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,83.3 mm d⁻¹,6.980133527177344 mm d⁻¹,76.31986647282265 mm d⁻¹,206.62500000000003 mm,350.9000000000001 mm,0.0 mm,212.07711596062137 mm,1.971429562164624 mm,0.068368115462597 mm,144.1103524603318 mm,350.83163188453744 mm,0.0 mm d⁻¹,0.1,0.2,0.1009058720309957,23.879999999999995 °C,1.8544183975437338 mm d⁻¹,1.1,2.0398602372981074 mm d⁻¹,2.0213817139370214 mm d⁻¹,0.018478523361085894 mm d⁻¹,0.9540610275951072,1.9285215151607138 mm d⁻¹,0.018478523361085894 mm d⁻¹,74.37286643430086 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,239.17273390141963 mm,7.327266098580367 mm,350.9000000000001 mm,358.22726609858034 mm,1.1368683772161603e-13 mm,350.8316318845375 mm,1.0,0.0 mm,1450.0 mm,250.0 mm,1.0
2088.0 hr,24.0 hr,87.0 d,1987-03-29,88 d,121 d,26.7 °C,19.4 °C,23.049999999999955 °C,3.5 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9968359375,2.1 g MJ⁻¹,0.013000536026621901 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.0650026801331095 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,7.0 MJ d⁻¹ m⁻²,13.7 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,13.7 mm d⁻¹,0.0 mm d⁻¹,13.7 mm d⁻¹,206.62500000000003 mm,434.2000000000001 mm,0.0 mm,214.0056374757821 mm,1.9899080855257099 mm,7.04850164263994 mm,144.1103524603318 mm,427.1514983573601 mm,6.704560033572048 mm d⁻¹,0.1,0.2,0.1009058720309957,23.779999999999973 °C,1.640048213189901 mm d⁻¹,1.1,1.8040530345088912 mm d⁻¹,1.7877106226449462 mm d⁻¹,0.016342411863945094 mm d⁻¹,1.0,1.7877106226449462 mm d⁻¹,0.016342411863945094 mm d⁻¹,5.19138693191906 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,313.5456003357205 mm,-67.04560033572051 mm,434.2000000000001 mm,367.15439966427954 mm,5.684341886080802e-14 mm,427.15149835736014 mm,1.0,609.5054575974591 mm,840.4945424025409 mm,250.0 mm,1.0
2112.0 hr,24.0 hr,88.0 d,1987-03-30,89 d,121 d,20.6 °C,15.6 °C,18.100000000000023 °C,1.4 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.8894437500000001,2.1 g MJ⁻¹,0.00463997939100332 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.023199896955016598 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,2.8 MJ d⁻¹ m⁻²,42.7 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,42.7 mm d⁻¹,0.006179919710483128 mm d⁻¹,42.69382008028952 mm d⁻¹,206.62500000000003 mm,447.9000000000001 mm,0.0 mm,215.79334809842703 mm,2.006250497389655 mm,7.04850164263994 mm,150.81491249390385 mm,440.8514983573601 mm,7.223698726763954 mm d⁻¹,0.1,0.2,0.1009058720309957,18.600000000000023 °C,0.5916354296918481 mm d⁻¹,1.1,0.650798972661033 mm d⁻¹,0.6449035667896894 mm d⁻¹,0.005895405871343594 mm d⁻¹,1.0,0.6449035667896894 mm d⁻¹,0.005895405871343594 mm d⁻¹,34.819322380864534 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,318.73698726763956 mm,-72.23698726763956 mm,447.9000000000001 mm,375.66301273236047 mm,5.684341886080802e-14 mm,440.85149835736013 mm,1.0,656.6998842512686 mm,793.3001157487314 mm,250.0 mm,1.0
2136.0 hr,24.0 hr,89.0 d,1987-03-31,90 d,121 d,17.8 °C,6.7 °C,12.25 °C,8.65 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.6988734375000001,2.1 g MJ⁻¹,0.022526004676562458 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.11263002338281229 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,17.3 MJ d⁻¹ m⁻²,14.2 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,14.2 mm d⁻¹,0.0 mm d⁻¹,14.2 mm d⁻¹,206.62500000000003 mm,490.6000000000001 mm,0.0 mm,216.4382516652167 mm,2.0121459032609983 mm,7.0546815623504235 mm,158.0386112206678 mm,483.5453184376496 mm,10.705630964850409 mm d⁻¹,0.1,0.2,0.1009058720309957,13.360000000000014 °C,3.2530537865412485 mm d⁻¹,1.1,3.5783591651953737 mm d⁻¹,3.5459438103492977 mm d⁻¹,0.0324153548460758 mm d⁻¹,1.0,3.5459438103492977 mm d⁻¹,0.0324153548460758 mm d⁻¹,-0.08399013004578393 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,353.5563096485041 mm,-107.05630964850411 mm,490.6000000000001 mm,383.5436903514959 mm,5.684341886080802e-14 mm,483.54531843764966 mm,1.0,973.2391786227646 mm,476.7608213772353 mm,250.0 mm,1.0
2160.0 hr,24.0 hr,90.0 d,1987-04-01,91 d,121 d,16.1 °C,0.0 °C,8.050000000000011 °C,12.75 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.5152359375000001,2.1 g MJ⁻¹,0.024478559674981054 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.12239279837490527 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,25.5 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,504.80000000000007 mm,0.0 mm,219.984195475566 mm,2.0445612581070742 mm,7.0546815623504235 mm,168.7442421855182 mm,497.7453184376496 mm,10.697231951845831 mm d⁻¹,0.1,0.2,0.1009058720309957,9.659999999999968 °C,4.376140123447733 mm d⁻¹,1.1,4.813754135792507 mm d⁻¹,4.770147683435464 mm d⁻¹,0.04360645235704268 mm d⁻¹,1.0,4.770147683435464 mm d⁻¹,0.04360645235704268 mm d⁻¹,-15.510986087638338 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,353.47231951845833 mm,-106.97231951845833 mm,504.80000000000007 mm,397.82768048154173 mm,0.0 mm,497.74531843764964 mm,1.0,972.4756319859848 mm,477.5243680140151 mm,250.0 mm,1.0
2184.0 hr,24.0 hr,91.0 d,1987-04-02,92 d,121 d,20.6 °C,2.2 °C,11.399999999999977 °C,12.25 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.75,2.1 g MJ⁻¹,0.03423472788859249 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.17117363944296246 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,24.5 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,504.80000000000007 mm,0.0 mm,224.75434315900145 mm,2.0881677104641168 mm,7.0546815623504235 mm,179.44147413736403 mm,497.7453184376496 mm,9.146133343081997 mm d⁻¹,0.1,0.2,0.1009058720309957,13.240000000000009 °C,4.593875101136702 mm d⁻¹,1.1,5.053262611250373 mm d⁻¹,5.007486518602294 mm d⁻¹,0.045776092648079664 mm d⁻¹,1.0,5.007486518602294 mm d⁻¹,0.045776092648079664 mm d⁻¹,-14.19939595433237 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,337.96133343082 mm,-91.46133343081999 mm,504.80000000000007 mm,413.33866656918 mm,5.684341886080802e-14 mm,497.74531843764964 mm,1.0,831.4666675529088 mm,618.5333324470912 mm,250.0 mm,1.0
2208.0 hr,24.0 hr,92.0 d,1987-04-03,93 d,121 d,22.8 °C,5.0 °C,13.899999999999977 °C,6.5 MJ d⁻¹ m⁻²,1.0,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.85369375,2.1 g MJ⁻¹,0.02067687902088421 g d⁻¹,60.0 cm,0.6855049101204336,false,false,false,0.0,0.0 d⁻¹,2.0,0.0 K,0.0 K,0.12099573281487792,0.0 d⁻¹,0.0 d⁻¹,0.0 d⁻¹,0.013,1.0,0.10338439510442105 g d⁻¹ m⁻²,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.0 g m⁻²,false,13.0 MJ d⁻¹ m⁻²,4.6 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,4.6 mm d⁻¹,0.0 mm d⁻¹,4.6 mm d⁻¹,206.62500000000003 mm,504.80000000000007 mm,0.0 mm,229.76182967760374 mm,2.1339438031121962 mm,7.0546815623504235 mm,188.58760748044602 mm,497.7453184376496 mm,7.726193747648759 mm d⁻¹,0.1,0.2,0.1009058720309957,15.680000000000007 °C,2.5783727714751876 mm d⁻¹,1.1,2.8362100486227066 mm d⁻¹,2.8105176150519444 mm d⁻¹,0.0256924335707624 mm d⁻¹,1.0,2.8105176150519444 mm d⁻¹,0.0256924335707624 mm d⁻¹,-5.962403796271467 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,323.7619374764876 mm,-77.26193747648762 mm,504.80000000000007 mm,427.5380625235124 mm,5.684341886080802e-14 mm,497.74531843764964 mm,1.0,702.3812497862509 mm,747.618750213749 mm,250.0 mm,1.0
