obs_yield,precip,rad,maxt,mint,sat,hyd,clay,bulk,water,lat,long,elev
,323.03,22.75,27.3,14.19,0.37,4.86,0.34,1.68,1,37.79,-78.89,336.62
,323.03,22.75,27.3,14.19,0.41,9.18,0.39,1.54,1,37.79,-78.89,336.62
,323.03,22.75,27.3,14.19,0.46,14.47,0.42,1.4,1,37.6,-79.15,339.99
,323.03,22.75,27.3,14.19,0.37,7.35,0.19,1.58,1,37.6,-79.15,339.99
,323.03,22.75,27.3,14.19,0.41,9.18,0.39,1.54,1,37.6,-79.15,339.99
,272.69,22.74,25.97,12.55,0.42,7.18,0.44,1.54,1,38.16,-79.06,453.72
,272.69,22.74,25.97,12.55,0.42,7.18,0.44,1.54,1,38.16,-79.06,453.72
,272.69,22.74,25.97,12.55,0.41,18.45,0.25,1.44,1,38.16,-79.06,453.72
,270.21,22.93,23.65,10.2,0.39,9.28,0.43,1.6,1,38.36,-79.57,870.5
,270.21,22.93,23.65,10.2,0.35,121.18,0.15,1.6,1,38.36,-79.57,870.5
,270.21,22.93,23.65,10.2,0.37,7.18,0.29,1.61,1,38.36,-79.57,870.5
,288.64,22.9,28.02,12.42,0.36,19.61,0.13,1.63,1,37.79,-80.01,622.36
,288.64,22.9,28.02,12.42,0.37,5,0.19,1.62,1,37.79,-80.01,622.36
,288.64,22.9,28.02,12.42,0.4,10.31,0.31,1.53,1,37.79,-80.01,622.36
11.97,290.92,23.11,25.8,11.92,0.41,20.49,0.24,1.4,1,36.73,-80.73,750.48
11.97,290.92,23.11,25.8,11.92,0.41,67.78,0.21,1.4,1,36.73,-80.73,750.48
11.97,290.92,23.11,25.8,11.92,0.37,7.47,0.23,1.59,1,36.73,-80.73,750.48
16.01,307.95,22.86,27.48,14.36,0.45,28.47,0.36,1.38,1,37.31,-79.52,318.99
16.01,307.95,22.86,27.48,14.36,0.44,24.12,0.41,1.47,1,37.31,-79.52,318.99
16.01,307.95,22.86,27.48,14.36,0.4,6.33,0.42,1.6,1,37.31,-79.52,318.99
5.44,338.42,22.61,21.08,10.28,0.4,25.24,0.24,1.44,1,38.62,-78.48,432.02
5.44,266.84,21.51,27.01,11.69,0.38,5.74,0.39,1.66,1,38.62,-78.48,432.02
5.44,266.84,21.51,27.01,11.69,0.41,9.18,0.39,1.54,1,38.62,-78.48,432.02
11.98,303,22.77,25.05,11.12,0.41,12.46,0.35,1.5,1,36.93,-80.36,788.1
11.98,303,22.77,25.05,11.12,0.42,55.41,0.21,1.42,1,36.93,-80.36,788.1
11.98,303,22.77,25.05,11.12,0.42,50.65,0.23,1.42,1,36.93,-80.36,788.1
,379.18,22.93,26.43,12.32,0.42,11.44,0.28,1.43,1,36.84,-81.54,817.43
,325.32,23.4,23.09,9.96,0.37,4.35,0.23,1.63,1,36.84,-81.54,817.43
,290.92,23.11,25.8,11.92,0.42,11.44,0.28,1.43,1,36.84,-81.54,817.43
,290.8,21.34,27.72,13.04,0.38,2.81,0.26,1.64,1,38.86,-78.57,380.45
,290.8,21.34,27.72,13.04,0.41,5.95,0.44,1.6,1,38.86,-78.57,380.45
,290.8,21.34,27.72,13.04,0.37,5.32,0.23,1.62,1,38.86,-78.57,380.45
,338.42,22.61,21.08,10.28,0.42,26.99,0.23,1.39,1,38.3,-78.47,352.39
,338.42,22.61,21.08,10.28,0.35,149.89,0.08,1.57,1,38.3,-78.47,352.39
,338.42,22.61,21.08,10.28,0.38,6,0.31,1.62,1,38.3,-78.47,352.39
,290.46,22.99,24.88,11.49,0.38,9.29,0.29,1.61,1,37.17,-80.39,617.03
,290.46,22.99,24.88,11.49,0.36,3.99,0.39,1.76,1,37.17,-80.39,617.03
,290.46,22.99,24.88,11.49,0.33,21.95,0.14,1.53,1,37.17,-80.39,617.03
,321.95,22.59,28.02,14.03,0.43,14.04,0.38,1.5,1,36.77,-78.94,138.88
,332.05,22.17,28.34,14.22,0.44,15.53,0.45,1.5,1,36.77,-78.94,138.88
,332.05,22.17,28.34,14.22,0.43,14.04,0.38,1.5,1,36.77,-78.94,138.88
6.65,296.54,23.05,25.41,11.86,0.37,3.29,0.4,1.75,1,37.06,-80.71,665.75
6.65,296.54,23.05,25.41,11.86,0.45,12.27,0.4,1.42,1,37.06,-80.71,665.75
6.65,296.54,23.05,25.41,11.86,0.41,16.89,0.23,1.4,1,37.06,-80.71,665.75
,339,22.57,27.14,15.5,0.37,5.54,0.21,1.61,1,37.57,-78.53,149.04
,291.1,22.6,28.48,14.22,0.39,3.82,0.4,1.67,1,37.57,-78.53,149.04
,291.1,22.6,28.48,14.22,0.4,18.82,0.18,1.42,1,37.57,-78.53,149.04
10.54,300.87,22.32,27.61,14.27,0.44,15.14,0.38,1.47,1,37.01,-78.66,147.95
10.54,300.87,22.32,27.61,14.27,0.39,21.52,0.21,1.43,1,37.01,-78.66,147.95
10.54,270.29,22.03,28.71,15.28,0.43,20.47,0.38,1.48,1,37.01,-78.66,147.95
2.76,322.96,22.96,25.31,11.32,0.38,23.09,0.2,1.54,1,38.06,-79.74,672.55
2.76,322.96,22.96,25.31,11.32,0.38,4.12,0.28,1.63,1,38.06,-79.74,672.55
2.76,322.96,22.96,25.31,11.32,0.42,32.58,0.24,1.37,1,38.06,-79.74,672.55
,317.73,22.63,28.02,14.67,0.38,4,0.46,1.69,1,37.37,-78.81,204.57
,317.73,22.63,28.02,14.67,0.39,9.65,0.41,1.61,1,37.37,-78.81,204.57
,317.73,22.63,28.02,14.67,0.44,28.21,0.4,1.47,1,37.37,-78.81,204.57
11.32,305.62,22.86,27.1,13.46,0.43,25.2,0.27,1.37,1,36.99,-79.88,364.84
11.32,305.62,22.86,27.1,13.46,0.42,104.59,0.12,1.36,1,36.99,-79.88,364.84
11.32,305.62,22.86,27.1,13.46,0.41,9.16,0.34,1.52,1,36.99,-79.88,364.84
16.14,290.46,22.99,24.88,11.49,0.43,5.12,0.49,1.54,1,37.48,-80.21,665.81
16.14,282.47,22.87,27.23,14.66,0.4,84.18,0.1,1.37,1,37.48,-80.21,665.81
16.14,282.47,22.87,27.23,14.66,0.37,6.95,0.26,1.66,1,37.48,-80.21,665.81
23.01,363.55,22.81,27.04,12.68,0.43,9.36,0.46,1.52,1,36.71,-83.13,534.58
23.01,363.55,22.81,27.04,12.68,0.43,14.44,0.27,1.4,1,36.71,-83.13,534.58
23.01,363.55,22.81,27.04,12.68,0.43,8.48,0.47,1.5,1,36.71,-83.13,534.58
19.45,349.19,22.98,24.49,12.34,0.42,16.81,0.23,1.39,1,36.71,-82.6,554.4
19.45,349.19,22.98,24.49,12.34,0.39,5.66,0.36,1.66,1,36.71,-82.6,554.4
19.45,349.19,22.98,24.49,12.34,0.4,17.62,0.21,1.42,1,36.71,-82.6,554.4
9.26,379.18,22.93,26.43,12.32,0.42,2.06,0.64,1.67,1,36.93,-82.1,687.44
9.26,379.18,22.93,26.43,12.32,0.42,48.18,0.24,1.43,1,36.93,-82.1,687.44
9.26,366.21,23.2,28.08,13.58,0.44,5.18,0.47,1.53,1,36.93,-82.1,687.44
17.99,303,22.77,25.05,11.12,0.36,26.24,0.13,1.62,1,36.68,-80.28,481.91
17.99,303,22.77,25.05,11.12,0.45,12.76,0.46,1.46,1,36.68,-80.28,481.91
17.99,336.2,22.7,26.96,13.73,0.36,26.24,0.13,1.62,1,36.68,-80.28,481.91
12.54,325.32,23.4,23.09,9.96,0.43,9.27,0.48,1.5,1,37.12,-81.56,831.57
12.54,325.32,23.4,23.09,9.96,0.44,9.46,0.48,1.49,1,37.12,-81.56,831.57
12.54,325.32,23.4,23.09,9.96,0.44,15.06,0.43,1.46,1,37.12,-81.56,831.57
17.46,290.92,23.11,25.8,11.92,0.44,6.18,0.52,1.52,1,36.92,-81.08,753.14
17.46,290.92,23.11,25.8,11.92,0.44,16.76,0.27,1.36,1,36.92,-81.08,753.14
17.46,290.92,23.11,25.8,11.92,0.35,6.99,0.26,1.72,1,36.92,-81.08,753.14
,366.21,23.2,28.08,13.58,0.3,18.42,0.17,1.65,1,37.13,-82.35,592.49
,349.19,22.98,24.49,12.34,0.38,23.42,0.21,1.43,1,37.13,-82.35,592.49
,349.19,22.98,24.49,12.34,0.3,18.42,0.17,1.65,1,37.13,-82.35,592.49
,312.97,23.02,28.38,13.66,0.36,3.59,0.23,1.7,1,37.56,-79.81,457
,288.64,22.9,28.02,12.42,0.37,9.24,0.24,1.57,1,37.56,-79.81,457
,288.64,22.9,28.02,12.42,0.36,3.59,0.23,1.7,1,37.56,-79.81,457
,290.46,22.99,24.88,11.49,0.41,6.41,0.44,1.59,1,37.31,-80.7,759.84
,313.52,23.04,25.5,11.95,0.42,17.72,0.25,1.4,1,37.31,-80.7,759.84
,313.52,23.04,25.5,11.95,0.42,14.91,0.28,1.41,1,37.31,-80.7,759.84
,296.54,23.05,25.41,11.86,0.37,13.66,0.21,1.56,1,37.13,-81.13,823.31
,296.54,23.05,25.41,11.86,0.37,6.01,0.22,1.62,1,37.13,-81.13,823.31
,290.92,23.11,25.8,11.92,0.37,13.66,0.21,1.56,1,37.13,-81.13,823.31
4.95,290.92,23.11,25.8,11.92,0.39,87.04,0.18,1.51,1,36.66,-81.22,918.75
4.95,290.92,23.11,25.8,11.92,0.42,113.38,0.12,1.37,1,36.66,-81.22,918.75
4.95,290.92,23.11,25.8,11.92,0.4,25.12,0.28,1.57,1,36.66,-81.22,918.75
,336.2,22.7,26.96,13.73,0.44,13.53,0.43,1.46,1,36.68,-79.87,279.72
,336.2,22.7,26.96,13.73,0.36,26.24,0.13,1.62,1,36.68,-79.87,279.72
,305.62,22.86,27.1,13.46,0.44,13.53,0.43,1.46,1,36.68,-79.87,279.72
10.47,299.11,21.34,26.82,13.39,0.43,6.74,0.45,1.51,1,39.2,-78.26,278.68
10.47,299.11,21.34,26.82,13.39,0.41,7.56,0.51,1.61,1,39.2,-78.26,278.68
10.47,299.11,21.34,26.82,13.39,0.41,3.98,0.58,1.65,1,39.2,-78.26,278.68
22.56,379.18,22.93,26.43,12.32,0.37,3.16,0.29,1.7,1,36.72,-81.96,660.56
22.56,379.18,22.93,26.43,12.32,0.39,16.6,0.2,1.47,1,36.72,-81.96,660.56
22.56,379.18,22.93,26.43,12.32,0.44,7.24,0.48,1.5,1,36.72,-81.96,660.56
,308.79,22.74,27.29,15.09,0.41,5.14,0.54,1.62,1,37.4,-79.19,228.24
,308.79,22.74,27.29,15.09,0.4,8.29,0.37,1.58,1,37.4,-79.19,228.24
,308.79,22.74,27.29,15.09,0.37,9.05,0.24,1.59,1,37.4,-79.19,228.24
11.94,308.79,22.74,27.29,15.09,0.44,16.2,0.38,1.45,1,37.21,-79.1,212.11
11.94,308.79,22.74,27.29,15.09,0.41,5.14,0.54,1.62,1,37.21,-79.1,212.11
11.94,308.79,22.74,27.29,15.09,0.44,9.21,0.42,1.46,1,37.21,-79.1,212.11
12.8,280.74,22.74,26.42,12.74,0.42,108.38,0.13,1.36,1,38.51,-78.88,518.65
12.8,280.74,22.74,26.42,12.74,0.42,9.99,0.46,1.53,1,38.51,-78.88,518.65
12.8,280.74,22.74,26.42,12.74,0.39,34.27,0.18,1.45,1,38.51,-78.88,518.65
,280.74,22.74,26.42,12.74,0.39,7.41,0.5,1.65,1,38.44,-78.87,418.49
,280.74,22.74,26.42,12.74,0.39,6.72,0.49,1.68,1,38.44,-78.87,418.49
,280.74,22.74,26.42,12.74,0.42,9.99,0.46,1.53,1,38.44,-78.87,418.49
,291.1,23.04,27.53,13.38,0.42,8.16,0.44,1.54,1,37.81,-79.45,491.15
,291.1,23.04,27.53,13.38,0.42,9.53,0.42,1.52,1,37.81,-79.45,491.15
,291.1,23.04,27.53,13.38,0.41,17.49,0.23,1.39,1,37.81,-79.45,491.15
,349.19,22.98,24.49,12.34,0.39,5.66,0.36,1.66,1,36.98,-82.62,706.22
,349.19,22.98,24.49,12.34,0.4,17.62,0.21,1.42,1,36.98,-82.62,706.22
,349.19,22.98,24.49,12.34,0.37,6.01,0.22,1.62,1,36.98,-82.62,706.22
,339,22.57,27.14,15.5,0.41,11.12,0.26,1.49,1,38.02,-78.56,225.32
,339,22.57,27.14,15.5,0.41,16.18,0.24,1.42,1,38.02,-78.56,225.32
,339,22.57,27.14,15.5,0.37,52.48,0.1,1.53,1,38.02,-78.56,225.32
,303.79,22.49,28.99,15.32,0.44,59.4,0.34,1.42,1,36.58,-79.41,157.81
,303.79,22.49,28.99,15.32,0.4,11.33,0.24,1.48,1,36.58,-79.41,157.81
,303.79,22.49,28.99,15.32,0.44,23.06,0.43,1.47,1,36.58,-79.41,157.81
9.18,321.95,22.59,28.02,14.03,0.45,15.08,0.4,1.45,1,36.82,-79.4,213.78
9.18,321.95,22.59,28.02,14.03,0.4,11.12,0.38,1.6,1,36.82,-79.4,213.78
9.18,321.95,22.59,28.02,14.03,0.45,25.18,0.46,1.47,1,36.82,-79.4,213.78
16.52,282.47,22.87,27.23,14.66,0.36,31.41,0.13,1.6,1,37.27,-80.07,528.92
16.52,282.47,22.87,27.23,14.66,0.39,34.39,0.25,1.55,1,37.27,-80.07,528.92
16.52,282.47,22.87,27.23,14.66,0.41,7.59,0.43,1.58,1,37.27,-80.07,528.92
13.25,272.69,22.74,25.97,12.55,0.42,27.41,0.24,1.41,1,38.16,-79.13,573.03
13.25,272.69,22.74,25.97,12.55,0.42,7.18,0.44,1.54,1,38.16,-79.13,573.03
13.25,272.69,22.74,25.97,12.55,0.38,12.98,0.29,1.53,1,38.16,-79.13,573.03
,272.69,22.74,25.97,12.55,0.41,22.67,0.25,1.38,1,38.07,-78.9,417.6
,272.69,22.74,25.97,12.55,0.42,7.18,0.44,1.54,1,38.07,-78.9,417.6
,272.69,22.74,25.97,12.55,0.4,16.59,0.26,1.44,1,38.07,-78.9,417.6
,317.45,22.05,27.16,16.14,0.37,14.26,0.25,1.63,1,37.89,-76.42,14.92
,317.45,22.05,27.16,16.14,0.39,54.71,0.2,1.53,1,37.89,-76.42,14.92
,322.38,22.08,28.04,15.24,0.39,54.71,0.2,1.53,1,37.89,-76.42,14.92
28.54,295.91,21.64,26.79,15.99,0.37,58.24,0.12,1.5,1,37.78,-75.65,5.07
28.54,295.91,21.64,26.79,15.99,0.36,31.55,0.13,1.5,1,37.78,-75.65,5.07
28.54,295.91,21.64,26.79,15.99,0.42,118.41,0.12,1.34,1,37.78,-75.65,5.07
21.73,295.91,21.64,26.79,15.99,0.38,81.65,0.11,1.49,1,37.38,-75.92,5.82
21.73,295.91,21.64,26.79,15.99,0.38,79.48,0.11,1.49,1,37.38,-75.92,5.82
21.73,295.91,21.64,26.79,15.99,0.4,53.41,0.12,1.34,1,37.38,-75.92,5.82
,317.45,22.05,27.16,16.14,0.39,54.71,0.2,1.53,1,37.74,-76.46,15.45
,317.45,22.05,27.16,16.14,0.39,59.61,0.2,1.52,1,37.74,-76.46,15.45
,322.38,22.08,28.04,15.24,0.39,54.71,0.2,1.53,1,37.74,-76.46,15.45
,317.45,22.05,27.16,16.14,0.39,49.88,0.18,1.5,1,37.63,-76.58,16.83
,327.64,22.22,28.42,15.4,0.39,18.06,0.22,1.47,1,37.63,-76.58,16.83
,327.64,22.22,28.42,15.4,0.41,59.92,0.2,1.45,1,37.63,-76.58,16.83
,322.38,22.08,28.04,15.24,0.41,181.49,0.1,1.42,1,37.94,-76.73,22.51
,322.38,22.08,28.04,15.24,0.38,22.94,0.19,1.51,1,37.94,-76.73,22.51
,322.38,22.08,28.04,15.24,0.37,22.12,0.22,1.62,1,37.94,-76.73,22.51
,333.87,22.39,29.54,16.31,0.37,13,0.31,1.64,1,37.36,-77.06,17.1
,333.87,22.39,29.54,16.31,0.38,11.62,0.23,1.54,1,37.36,-77.06,17.1
,333.87,22.39,29.54,16.31,0.39,19.35,0.23,1.51,1,37.36,-77.06,17.1
,341.9,22.29,28.31,15.32,0.39,49.71,0.18,1.5,1,37.94,-76.95,27.2
,322.38,22.08,28.04,15.24,0.39,49.71,0.18,1.5,1,37.94,-76.95,27.2
,322.38,22.08,28.04,15.24,0.37,6.65,0.23,1.6,1,37.94,-76.95,27.2
,341.9,22.29,28.31,15.32,0.4,49.72,0.16,1.42,1,37.71,-77.09,26.81
,341.9,22.29,28.31,15.32,0.4,50.79,0.17,1.51,1,37.71,-77.09,26.81
,341.9,22.29,28.31,15.32,0.41,62.71,0.21,1.49,1,37.71,-77.09,26.81
,269.56,22.26,27.73,14.75,0.41,49.78,0.21,1.43,1,37.76,-77.49,59.11
,269.56,22.26,27.73,14.75,0.38,39.78,0.17,1.56,1,37.76,-77.49,59.11
,314.88,22.5,28.28,15.78,0.39,52.51,0.18,1.52,1,37.76,-77.49,59.11
,309.88,22.38,28.1,14.22,0.42,21.42,0.3,1.46,1,37.14,-78.05,114.22
,356.95,22.31,27.74,14.38,0.41,23.62,0.29,1.48,1,37.14,-78.05,114.22
,356.95,22.31,27.74,14.38,0.38,23.56,0.21,1.58,1,37.14,-78.05,114.22
,269.56,22.26,27.73,14.75,0.4,22.42,0.39,1.6,1,37.72,-77.92,84.46
,269.56,22.26,27.73,14.75,0.4,12.86,0.36,1.63,1,37.72,-77.92,84.46
,269.56,22.26,27.73,14.75,0.37,3.94,0.4,1.75,1,37.72,-77.92,84.46
,289.99,21.65,26.45,14.03,0.4,14.01,0.26,1.5,1,38.74,-77.81,161.98
,289.99,21.65,26.45,14.03,0.38,7.18,0.32,1.62,1,38.74,-77.81,161.98
,289.99,21.65,26.45,14.03,0.38,7.79,0.36,1.62,1,38.74,-77.81,161.98
,304.03,22.51,27.58,14.2,0.44,49.39,0.37,1.42,1,37.98,-77.96,111.44
,304.03,22.51,27.58,14.2,0.43,24.88,0.35,1.46,1,37.98,-77.96,111.44
,304.03,22.51,27.58,14.2,0.41,13.94,0.31,1.47,1,37.98,-77.96,111.44
,269.56,22.26,27.73,14.75,0.41,80.44,0.17,1.43,1,38.03,-77.35,50.32
,296.31,22.11,26.89,14.45,0.41,80.44,0.17,1.43,1,38.03,-77.35,50.32
,296.31,22.11,26.89,14.45,0.37,36.24,0.16,1.58,1,38.03,-77.35,50.32
,341.9,22.29,28.31,15.32,0.39,42.59,0.2,1.51,1,37.72,-76.9,29.45
,341.9,22.29,28.31,15.32,0.41,36.35,0.21,1.44,1,37.72,-76.9,29.45
,327.64,22.22,28.42,15.4,0.41,36.35,0.21,1.44,1,37.72,-76.9,29.45
,270.29,22.03,28.71,15.28,0.42,14.24,0.39,1.47,1,36.68,-78.36,108.75
,322.52,22.2,28.23,15.43,0.44,20.69,0.37,1.45,1,36.68,-78.36,108.75
,322.52,22.2,28.23,15.43,0.45,19.65,0.42,1.46,1,36.68,-78.36,108.75
,314.88,22.5,28.28,15.78,0.39,53.16,0.2,1.5,1,37.51,-77,21.79
,341.9,22.29,28.31,15.32,0.38,34.53,0.21,1.56,1,37.51,-77,21.79
,327.64,22.22,28.42,15.4,0.39,53.16,0.2,1.5,1,37.51,-77,21.79
,291.1,22.6,28.48,14.22,0.32,28.53,0.08,1.76,1,37.84,-78.28,113.14
,291.1,22.6,28.48,14.22,0.39,15.82,0.2,1.48,1,37.84,-78.28,113.14
,291.1,22.6,28.48,14.22,0.42,20.12,0.25,1.4,1,37.84,-78.28,113.14
,356.95,22.31,27.74,14.38,0.44,27.07,0.38,1.44,1,36.95,-78.24,131.75
,300.87,22.32,27.61,14.27,0.44,27.07,0.38,1.44,1,36.95,-78.24,131.75
,270.29,22.03,28.71,15.28,0.44,27.07,0.38,1.44,1,36.95,-78.24,131.75
,296.31,22.11,26.89,14.45,0.4,14.24,0.24,1.51,1,38.42,-77.46,63.05
,274.94,22.02,28.6,14.14,0.36,27.62,0.2,1.65,1,38.42,-77.46,63.05
,274.94,22.02,28.6,14.14,0.4,2.94,0.48,1.64,1,38.42,-77.46,63.05
13.41,322.38,22.08,28.04,15.24,0.39,59.18,0.16,1.5,1,38.11,-76.81,22.05
13.41,322.38,22.08,28.04,15.24,0.35,16.15,0.18,1.64,1,38.11,-76.81,22.05
13.41,322.38,22.08,28.04,15.24,0.38,14.24,0.23,1.53,1,38.11,-76.81,22.05
,291.1,22.6,28.48,14.22,0.4,69.07,0.21,1.54,1,37.51,-78.24,103.66
,291.1,22.6,28.48,14.22,0.44,14.71,0.45,1.5,1,37.51,-78.24,103.66
,334.02,22.6,28.62,14.51,0.38,18.36,0.35,1.68,1,37.51,-78.24,103.66
,296.31,22.11,26.89,14.45,0.39,62.32,0.18,1.52,1,38.27,-77.16,25.66
,296.31,22.11,26.89,14.45,0.4,14.24,0.24,1.51,1,38.27,-77.16,25.66
,296.31,22.11,26.89,14.45,0.37,65.76,0.16,1.58,1,38.27,-77.16,25.66
,356.95,22.31,27.74,14.38,0.42,16.18,0.35,1.51,1,36.76,-77.86,85.78
,318.72,22.21,28.67,14.43,0.42,16.18,0.35,1.51,1,36.76,-77.86,85.78
,318.72,22.21,28.67,14.43,0.42,32.95,0.35,1.49,1,36.76,-77.86,85.78
,309.88,22.38,28.1,14.22,0.43,24.67,0.34,1.48,1,37.34,-77.98,91.27
,309.88,22.38,28.1,14.22,0.44,17.79,0.41,1.46,1,37.34,-77.98,91.27
,356.95,22.31,27.74,14.38,0.42,11.02,0.37,1.49,1,37.34,-77.98,91.27
,348.2,22.29,30.16,15.71,0.34,25.73,0.09,1.7,1,36.92,-77.26,29.78
,348.2,22.29,30.16,15.71,0.39,37.59,0.2,1.54,1,36.92,-77.26,29.78
,348.2,22.29,30.16,15.71,0.41,37.98,0.21,1.49,1,36.92,-77.26,29.78
,317.45,22.05,27.16,16.14,0.36,23.65,0.35,1.74,1,37.42,-76.54,13.73
,355.03,22.19,28.3,15.45,0.35,40.88,0.08,1.64,1,37.42,-76.54,13.73
,355.03,22.19,28.3,15.45,0.4,41.06,0.22,1.5,1,37.42,-76.54,13.73
,317.45,22.05,27.16,16.14,0.4,95.14,0.12,1.44,1,37.44,-76.34,2.89
,317.45,22.05,27.16,16.14,0.37,38.12,0.21,1.63,1,37.44,-76.34,2.89
,317.45,22.05,27.16,16.14,0.39,59.61,0.2,1.52,1,37.44,-76.34,2.89
,300.48,21.55,28.03,14.33,0.37,17.21,0.23,1.53,1,39.09,-77.64,141.05
,300.48,21.55,28.03,14.33,0.4,10.12,0.25,1.5,1,39.09,-77.64,141.05
,300.48,21.55,28.03,14.33,0.38,7.79,0.36,1.66,1,39.09,-77.64,141.05
,302.29,21.99,26.72,17.72,0.42,125.85,0.11,1.34,1,37.1,-76.52,7.49
,355.03,22.19,28.3,15.45,0.38,25.88,0.26,1.62,1,37.1,-76.52,7.49
,355.03,22.19,28.3,15.45,0.42,125.85,0.11,1.34,1,37.1,-76.52,7.49
,339.11,22.14,28.35,15.46,0.41,123.81,0.18,1.45,1,36.68,-77.56,45.84
,339.11,22.14,28.35,15.46,0.37,25.8,0.33,1.65,1,36.68,-77.56,45.84
,339.11,22.14,28.35,15.46,0.39,26.01,0.24,1.55,1,36.68,-77.56,45.84
,266.84,21.51,27.01,11.69,0.37,137.59,0.09,1.46,1,38.68,-78.16,298.2
,266.84,21.51,27.01,11.69,0.4,11.47,0.25,1.5,1,38.68,-78.16,298.2
,266.84,21.51,27.01,11.69,0.41,34.93,0.25,1.44,1,38.68,-78.16,298.2
11.21,323.59,22.47,27.14,14.55,0.35,11.71,0.23,1.63,1,38.49,-77.96,119.4
11.21,289.99,21.65,26.45,14.03,0.37,33.82,0.12,1.4,1,38.49,-77.96,119.4
11.21,289.99,21.65,26.45,14.03,0.35,11.71,0.23,1.63,1,38.49,-77.96,119.4
,299.11,21.34,26.82,13.39,0.35,8.55,0.25,1.65,1,38.91,-78.21,278.65
,299.11,21.34,26.82,13.39,0.39,3.13,0.39,1.65,1,38.91,-78.21,278.65
,290.8,21.34,27.72,13.04,0.4,7.52,0.34,1.6,1,38.91,-78.21,278.65
10.91,301.03,21.53,23.69,13.51,0.37,7.22,0.41,1.71,1,39.11,-78,198.9
10.91,301.03,21.53,23.69,13.51,0.39,15.39,0.23,1.49,1,39.11,-78,198.9
10.91,299.11,21.34,26.82,13.39,0.39,15.39,0.23,1.49,1,39.11,-78,198.9
,323.59,22.47,27.14,14.55,0.4,11.19,0.25,1.5,1,38.25,-78.01,129.74
,323.59,22.47,27.14,14.55,0.37,7.33,0.28,1.62,1,38.25,-78.01,129.74
,323.59,22.47,27.14,14.55,0.38,8.35,0.45,1.64,1,38.25,-78.01,129.74
,339.11,22.14,28.35,15.46,0.42,3.12,0.46,1.58,1,36.7,-77.54,35.37
,339.11,22.14,28.35,15.46,0.38,4.65,0.44,1.72,1,36.7,-77.54,35.37
,339.11,22.14,28.35,15.46,0.39,26.01,0.24,1.55,1,36.7,-77.54,35.37
,339.11,22.14,28.35,15.46,0.41,49.58,0.2,1.44,1,36.72,-77.11,19.74
,323,22.11,28.11,15.63,0.41,49.58,0.2,1.44,1,36.72,-77.11,19.74
,323,22.11,28.11,15.63,0.4,49.62,0.2,1.51,1,36.72,-77.11,19.74
11.32,323,22.11,28.11,15.63,0.32,32.59,0.06,1.72,1,36.68,-76.94,11.44
11.32,323,22.11,28.11,15.63,0.4,19.85,0.23,1.5,1,36.68,-76.94,11.44
11.32,323,22.11,28.11,15.63,0.4,49.62,0.2,1.51,1,36.68,-76.94,11.44
3.43,300.87,22.32,27.61,14.27,0.42,34.44,0.38,1.47,1,37.22,-78.44,145.04
3.43,334.02,22.6,28.62,14.51,0.43,56.88,0.32,1.47,1,37.22,-78.44,145.04
3.43,334.02,22.6,28.62,14.51,0.42,34.44,0.38,1.47,1,37.22,-78.44,145.04
,309.88,22.38,28.1,14.22,0.4,17.07,0.31,1.56,1,37.55,-77.92,84.61
,309.88,22.38,28.1,14.22,0.44,18.29,0.45,1.47,1,37.55,-77.92,84.61
,269.56,22.26,27.73,14.75,0.41,14.13,0.26,1.49,1,37.55,-77.92,84.61
,333.87,22.39,29.54,16.31,0.39,30.79,0.24,1.56,1,37.54,-77.41,45.95
,314.88,22.5,28.28,15.78,0.4,8.73,0.4,1.62,1,37.54,-77.41,45.95
,314.88,22.5,28.28,15.78,0.41,55.92,0.2,1.43,1,37.54,-77.41,45.95
,302.29,21.99,26.72,17.72,0.41,23.54,0.22,1.46,1,37.05,-76.37,3.06
,302.29,21.99,26.72,17.72,0.37,39.6,0.17,1.6,1,37.05,-76.37,3.06
,302.29,21.99,26.72,17.72,0.4,9.78,0.33,1.55,1,37.05,-76.37,3.06
,269.56,22.26,27.73,14.75,0.41,49.2,0.26,1.48,1,37.53,-77.48,49.17
,314.88,22.5,28.28,15.78,0.44,18.65,0.37,1.47,1,37.53,-77.48,49.17
,314.88,22.5,28.28,15.78,0.41,20.21,0.3,1.54,1,37.53,-77.48,49.17
,333.87,22.39,29.54,16.31,0.41,20.21,0.3,1.54,1,37.38,-77.59,62.42
,333.87,22.39,29.54,16.31,0.38,15.32,0.2,1.53,1,37.38,-77.59,62.42
,333.87,22.39,29.54,16.31,0.41,83.26,0.17,1.43,1,37.38,-77.59,62.42
10.4,333.87,22.39,29.54,16.31,0.41,24.76,0.24,1.45,1,37.18,-77.23,29.75
10.4,333.87,22.39,29.54,16.31,0.4,13.87,0.24,1.53,1,37.18,-77.23,29.75
10.4,348.2,22.29,30.16,15.71,0.41,24.76,0.24,1.45,1,37.18,-77.23,29.75
,348.2,22.29,30.16,15.71,0.43,18.56,0.36,1.47,1,37.08,-77.63,69.48
,348.2,22.29,30.16,15.71,0.4,24.08,0.24,1.48,1,37.08,-77.63,69.48
,348.2,22.29,30.16,15.71,0.36,22.64,0.29,1.67,1,37.08,-77.63,69.48
,333.87,22.39,29.54,16.31,0.4,24.08,0.24,1.48,1,37.2,-77.39,38.38
,333.87,22.39,29.54,16.31,0.36,22.64,0.29,1.67,1,37.2,-77.39,38.38
